id,label,score,frequency_score,texture_score,moire_score,lbp_entropy,chrominance_diversity,glare_ratio
person_00,BONA_FIDE,0.9279041775629273,0.8558083551258545,1.0,0.5401197780463409,6.786284158892265,2.4536839723587036,0.0
person_00_print,PRINT_ATTACK,0.4654795114926343,0.5309590229852685,1.0,0.7431506106342072,5.4879058456723,1.5739884972572327,0.0
person_00_screen,SCREEN_REPLAY,0.0,0.2641697408019722,0.6113679846941874,0.9098939119987673,5.521215833166137,5.551099061965942,0.025908801020387506
person_01,BONA_FIDE,0.9018453993748058,0.8036907987496116,1.0,0.5726932507814928,6.791753816484484,2.299537181854248,0.0
person_01_print,PRINT_ATTACK,0.4482205539049187,0.4964411078098373,1.0,0.7647243076188517,5.459105410602115,1.4769797325134277,0.0
person_01_screen,SCREEN_REPLAY,0.0,0.24989572738713273,0.6113679846941874,0.9188151703830421,5.528230474197744,4.9892590045928955,0.025908801020387506
person_02,BONA_FIDE,0.9653843103094226,0.9307686206188454,1.0,0.4932696121132217,6.819990086650256,2.4504200220108032,0.0
person_02_print,PRINT_ATTACK,0.4983889701876684,0.5967779403753368,1.0,0.7020137872654145,5.483742448599279,1.5738544464111328,0.0
person_02_screen,SCREEN_REPLAY,0.0,0.26193842362818476,0.6113679846941874,0.9112884852323845,5.539809620410639,5.520235061645508,0.025908801020387506
person_03,BONA_FIDE,0.9420005630415574,0.8840011260831149,1.0,0.5224992961980532,6.78577716677792,2.438349962234497,0.0
person_03_print,PRINT_ATTACK,0.48309180684771463,0.5661836136954291,1.0,0.7211352414403568,5.46924218065442,1.5639330744743347,0.0
person_03_screen,SCREEN_REPLAY,0.0,0.2594099331741332,0.6113679846941874,0.9128687917661668,5.520960297713046,5.492947101593018,0.025908801020387506
person_04,BONA_FIDE,0.9830711894207897,0.9661423788415795,1.0,0.4711610132240128,6.767356516796937,2.182223856449127,0.0
person_04_print,PRINT_ATTACK,0.49701335240264016,0.5940267048052802,1.0,0.7037333094966999,5.484260490995082,1.4045587182044983,0.0
person_04_screen,SCREEN_REPLAY,0.0,0.2564386293020112,0.6113679846941874,0.914725856686243,5.527860054873476,4.63643479347229,0.025908801020387506
person_05,BONA_FIDE,0.9812200522245025,0.9624401044490049,1.0,0.47347493471937196,6.759812360405784,2.4441198110580444,0.0
person_05_print,PRINT_ATTACK,0.5279936734203392,0.6559873468406785,1.0,0.6650079082245759,5.457083766740816,1.570069670677185,0.0
person_05_screen,SCREEN_REPLAY,0.0,0.2618099372368601,0.6113679846941874,0.9113687892269624,5.529445859874915,5.467649221420288,0.025908801020387506
person_06,BONA_FIDE,0.9125721772620128,0.8251443545240256,1.0,0.559284778422484,6.784639443731255,2.1518055200576782,0.0
person_06_print,PRINT_ATTACK,0.4559326321419879,0.5118652642839758,1.0,0.7550842098225151,5.480857505477218,1.3858933448791504,0.0
person_06_screen,SCREEN_REPLAY,0.0,0.24866152238282124,0.6113679846941874,0.9195865485107367,5.507446655516794,4.550574779510498,0.025908801020387506
person_07,BONA_FIDE,0.9562189159742776,0.912437831948555,1.0,0.5047263550321531,6.791665014180445,2.4531010389328003,0.0
person_07_print,PRINT_ATTACK,0.4962338638002353,0.5924677276004706,1.0,0.7047076702497058,5.475607790951161,1.5713959336280823,0.0
person_07_screen,SCREEN_REPLAY,0.0,0.2595298138427552,0.6113679846941874,0.912793866348278,5.523497681477264,5.548081398010254,0.025908801020387506
person_08,BONA_FIDE,0.9346627800680218,0.8693255601360437,1.0,0.5316715249149727,6.770369195009024,2.15189391374588,0.0
person_08_print,PRINT_ATTACK,0.47643178326077057,0.5528635665215411,1.0,0.7294602709240368,5.471686273731775,1.3841009736061096,0.0
person_08_screen,SCREEN_REPLAY,0.0,0.25138095774872926,0.6113679846941874,0.9178869014070442,5.535969628590237,4.551301717758179,0.025908801020387506
person_09,BONA_FIDE,0.9878944886840287,0.9757889773680575,1.0,0.4651318891449641,6.779361515618307,2.6497727632522583,0.0
person_09_print,PRINT_ATTACK,0.5291283278522216,0.6582566557044431,1.0,0.6635895901847231,5.4763439837892705,1.6991616487503052,0.0
person_09_screen,SCREEN_REPLAY,0.0,0.2679008250346112,0.6113679846941874,0.907561984353368,5.5204532571235845,6.1454854011535645,0.025908801020387506
person_10,BONA_FIDE,1.0,1.0,1.0,0.42365960840034417,6.794246090332539,2.304378092288971,0.0
person_10_print,PRINT_ATTACK,0.5434332872663596,0.6868665745327193,1.0,0.6457083909170505,5.488757656884728,1.4788495898246765,0.0
person_10_screen,SCREEN_REPLAY,0.0,0.2667133622252529,0.6113679846941874,0.9083041486092169,5.530923030799723,5.088365793228149,0.025908801020387506
person_11,BONA_FIDE,0.9137911915041181,0.8275823830082364,1.0,0.5577610106198523,6.788984344223787,2.4197918176651,0.0
person_11_print,PRINT_ATTACK,0.4761790747882724,0.5523581495765448,1.0,0.7297761565146594,5.471579144217712,1.5550037622451782,0.0
person_11_screen,SCREEN_REPLAY,0.0,0.24875832642275908,0.6113679846941874,0.9195260459857756,5.532097748123603,5.41336727142334,0.025908801020387506
person_12,BONA_FIDE,1.0,1.0,1.0,0.4183945367232596,6.803165658845878,2.6512293815612793,0.0
person_12_print,PRINT_ATTACK,0.5226512681777897,0.6453025363555793,1.0,0.671685914777763,5.476988017005004,1.6979076862335205,0.0
person_12_screen,SCREEN_REPLAY,0.0,0.271411178903445,0.6113679846941874,0.9053680131853469,5.533315714720266,6.154085397720337,0.025908801020387506
person_13,BONA_FIDE,0.9577603292334382,0.9155206584668764,1.0,0.5027995884582023,6.802702457479496,2.51495897769928,0.0
person_13_print,PRINT_ATTACK,0.49913374119374726,0.5982674823874945,1.0,0.7010828235078159,5.463577526500261,1.6134700179100037,0.0
person_13_screen,SCREEN_REPLAY,0.0,0.2639824643961517,0.6113679846941874,0.9100109597524052,5.532975804779892,5.717517137527466,0.025908801020387506
person_14,BONA_FIDE,0.9442654183684502,0.8885308367369006,1.0,0.5196682270394372,6.802755859571074,2.369374394416809,0.0
person_14_print,PRINT_ATTACK,0.48487917838037803,0.569758356760756,1.0,0.7189010270245275,5.456449934307765,1.5209076404571533,0.0
person_14_screen,SCREEN_REPLAY,0.0,0.2588392342474487,0.6113679846941874,0.9132254785953445,5.52956679552809,5.2871479988098145,0.025908801020387506
person_15,BONA_FIDE,0.9631206372072976,0.9262412744145951,1.0,0.49609920349087805,6.783666552378238,2.655438184738159,0.0
person_15_print,PRINT_ATTACK,0.4844795383523553,0.5689590767047106,1.0,0.7194005770595558,5.482619954646092,1.7048336267471313,0.0
person_15_screen,SCREEN_REPLAY,0.0,0.24362909684664658,0.6113679846941874,0.9227318144708458,5.535836521490466,6.1940155029296875,0.025908801020387506
person_16,BONA_FIDE,0.9802178407610053,0.9604356815220105,1.0,0.47472769904874346,6.760321596288916,2.2179113626480103,0.0
person_16_print,PRINT_ATTACK,0.5049221805695308,0.6098443611390615,1.0,0.6938472742880866,5.462029246380645,1.4248291850090027,0.0
person_16_screen,SCREEN_REPLAY,0.0,0.2620100865109436,0.6113679846941874,0.9112436959306602,5.526128310999779,4.823551177978516,0.025908801020387506
person_17,BONA_FIDE,0.9685101298152566,0.9370202596305133,1.0,0.4893623377309292,6.794041103334598,2.470237374305725,0.0
person_17_print,PRINT_ATTACK,0.4725564786837953,0.5451129573675906,1.0,0.7343044016452559,5.4642286660483865,1.5855437517166138,0.0
person_17_screen,SCREEN_REPLAY,0.0,0.27029554241044385,0.6113679846941874,0.9060652859934726,5.525344608341237,5.5981903076171875,0.025908801020387506
person_18,BONA_FIDE,0.9818505189502744,0.963701037900549,1.0,0.47268685131215693,6.788146326078603,2.309080123901367,0.0
person_18_print,PRINT_ATTACK,0.49049411593277475,0.5809882318655494,1.0,0.7118823550840316,5.4755603898526655,1.4819663166999817,0.0
person_18_screen,SCREEN_REPLAY,0.0,0.26403426503458616,0.6113679846941874,0.9099785843533836,5.541361050762253,5.076502561569214,0.025908801020387506
person_19,BONA_FIDE,0.9503982710488993,0.9007965420977986,1.0,0.5120021611888759,6.77466834811732,2.3153493404388428,0.0
person_19_print,PRINT_ATTACK,0.49918366125831765,0.5983673225166352,1.0,0.701020423427103,5.472022041259134,1.4871922135353088,0.0
person_19_screen,SCREEN_REPLAY,0.0,0.2579652605618057,0.6113679846941874,0.9137717121488714,5.520338091465993,5.053883075714111,0.025908801020387506
person_20,BONA_FIDE,0.9814921586507254,0.9629843173014507,1.0,0.47313480168659333,6.77340524350015,2.537906527519226,0.0
person_20_print,PRINT_ATTACK,0.496796728941119,0.5935934578822379,1.0,0.7040040888236013,5.470737952188279,1.6274273991584778,0.0
person_20_screen,SCREEN_REPLAY,0.0,0.28015495114926525,0.6113679846941874,0.8999031555317092,5.530649226787927,5.90278434753418,0.025908801020387506
person_21,BONA_FIDE,0.9909351053759173,0.9818702107518347,1.0,0.46133111828010337,6.796312670389454,2.4445178508758545,0.0
person_21_print,PRINT_ATTACK,0.5213382897473722,0.6426765794947444,1.0,0.6733271378157847,5.4499294122998005,1.5679742097854614,0.0
person_21_screen,SCREEN_REPLAY,0.0,0.29646866622258017,0.6113679846941874,0.8897070836108874,5.517647848170614,5.501021385192871,0.025908801020387506
person_22,BONA_FIDE,0.9847711858541786,0.969542371708357,1.0,0.4690360176822769,6.786186915998388,2.302820324897766,0.0
person_22_print,PRINT_ATTACK,0.523185197643314,0.646370395286628,1.0,0.6710185029458575,5.467667147431771,1.478423535823822,0.0
person_22_screen,SCREEN_REPLAY,0.0,0.2702017117122202,0.6113679846941874,0.9061239301798624,5.5354711074539775,5.1281304359436035,0.025908801020387506
person_23,BONA_FIDE,0.9398722206823452,0.8797444413646904,1.0,0.5251597241470685,6.808245204425303,2.519879698753357,0.0
person_23_print,PRINT_ATTACK,0.4860321398441469,0.5720642796882938,1.0,0.7174598251948164,5.478106192475527,1.6155043840408325,0.0
person_23_screen,SCREEN_REPLAY,0.0,0.26031113932853556,0.6113679846941874,0.9123055379196653,5.531567272334814,5.788742303848267,0.025908801020387506
person_24,BONA_FIDE,0.9801031970662737,0.9602063941325475,1.0,0.47487100366715784,6.801647345821552,2.4638962745666504,0.0
person_24_print,PRINT_ATTACK,0.5005627031351254,0.6011254062702507,1.0,0.6992966210810934,5.485299403044578,1.582238256931305,0.0
person_24_screen,SCREEN_REPLAY,0.0,0.25916775963149075,0.6113679846941874,0.9130201502303182,5.533859771878258,5.639034271240234,0.025908801020387506
person_25,BONA_FIDE,0.9631326224891064,0.9262652449782126,1.0,0.4960842218886171,6.788776114859068,2.5775084495544434,0.0
person_25_print,PRINT_ATTACK,0.4852060091481439,0.5704120182962877,1.0,0.7184924885648202,5.482020005570591,1.6534157991409302,0.0
person_25_screen,SCREEN_REPLAY,0.0,0.26567327351993775,0.6113679846941874,0.9089542040500389,5.53585309774257,5.9402430057525635,0.025908801020387506
person_26,BONA_FIDE,0.9596156226446113,0.9192312452892227,1.0,0.5004804716942358,6.796952757745486,2.3091426491737366,0.0
person_26_print,PRINT_ATTACK,0.49860345712353366,0.5972069142470673,1.0,0.7017456785955829,5.491542609355093,1.483528196811676,0.0
person_26_screen,SCREEN_REPLAY,0.0,0.2591504749140884,0.6113679846941874,0.9130309531786948,5.5364525142381655,5.131970167160034,0.025908801020387506
person_27,BONA_FIDE,0.94312698189538,0.8862539637907602,1.0,0.5210912726307749,6.780719013499809,2.40742564201355,0.0
person_27_print,PRINT_ATTACK,0.5232639053986112,0.6465278107972223,1.0,0.670920118251736,5.491369504965181,1.5455058813095093,0.0
person_27_screen,SCREEN_REPLAY,0.0,0.2764125686781794,0.6113679846941874,0.9022421445761378,5.542726585887855,5.347222089767456,0.025908801020387506
person_28,BONA_FIDE,0.9615736906203505,0.923147381240701,1.0,0.4980328867245619,6.777025394333307,2.606572151184082,0.0
person_28_print,PRINT_ATTACK,0.49875858341486307,0.5975171668297261,1.0,0.7015517707314212,5.494398600241157,1.6712000966072083,0.0
person_28_screen,SCREEN_REPLAY,0.0,0.29340209508911763,0.6113679846941874,0.8916236905693015,5.532747757516346,5.917575836181641,0.025908801020387506
person_29,BONA_FIDE,0.9790911171258984,0.9581822342517967,1.0,0.4761361035926271,6.775450822627827,2.2142199873924255,0.0
person_29_print,PRINT_ATTACK,0.49700077081149036,0.5940015416229806,1.0,0.7037490364856371,5.460918968263291,1.4250302910804749,0.0
person_29_screen,SCREEN_REPLAY,0.0,0.2598303711212262,0.6113679846941874,0.9126060180492336,5.514934798698408,4.874320030212402,0.025908801020387506
